TransactionAmount,TransactionTime,TransactionType,MerchantCategory,TransactionLocation,DeviceType,TransactionFrequency,SpendingPattern,CardPresent,PastFraudHistory,Velocity,DistanceFromLast,AmountRatio,AccountAge,IsFraud
175.75,13.0,POS,Groceries,Local,Desktop,13.0,Low,Yes,0.0,2.0,1721.4,6.63,69.0,0
0.06,6.0,Online,Clothing,Domestic,Tablet,15.0,Medium,No,0.0,3.0,134.3,0.0,155.0,0
36.79,19.0,POS,Luxury,Domestic,Desktop,18.0,Low,No,0.0,2.0,1776.8,0.41,103.0,0
27.6,5.0,POS,Clothing,Domestic,Desktop,13.0,Low,Yes,0.0,2.0,4658.4,0.43,97.0,0
26.6,6.0,Online,Groceries,Local,Desktop,5.0,Medium,No,0.0,3.0,1373.1,0.45,168.0,0
7.06,4.0,POS,Groceries,Local,Mobile,2.0,Low,No,0.0,1.0,2928.0,0.08,102.0,0
20.72,20.0,POS,Clothing,Domestic,Mobile,7.0,Medium,No,0.0,3.0,1490.5,0.58,4.0,0
81.09,17.0,POS,Electronics,Local,Mobile,9.0,High,Yes,0.0,4.0,533.3,1.38,171.0,0
34.44,22.0,POS,Clothing,Domestic,Desktop,19.0,Low,No,0.0,2.0,1448.6,0.37,102.0,0
54.02,11.0,POS,Groceries,Domestic,Tablet,14.0,Medium,Yes,0.0,3.0,2353.8,1.46,52.0,0
47.3,5.0,POS,Travel,Local,Desktop,17.0,Medium,Yes,0.0,5.0,1481.0,0.28,52.0,0
208.67,0.0,Online,Others,Local,Desktop,11.0,Low,No,0.0,3.0,3120.8,1.47,117.0,0
235.7,3.0,POS,Others,Domestic,Mobile,5.0,Low,Yes,0.0,3.0,4745.4,2.65,66.0,0
67.92,18.0,ATM,Electronics,Local,Tablet,12.0,High,Yes,0.0,4.0,346.4,1.44,190.0,0
40.07,11.0,POS,Clothing,Local,Tablet,9.0,Low,Yes,0.0,2.0,3585.0,0.73,83.0,0
11.29,14.0,POS,Groceries,Local,Mobile,17.0,Low,Yes,0.0,4.0,6.3,0.27,63.0,0
306.62,2.0,Online,Travel,Local,Desktop,8.0,Medium,Yes,0.0,4.0,5.1,6.28,179.0,0
6.21,22.0,POS,Groceries,Local,Desktop,8.0,Medium,No,0.0,5.0,664.6,0.06,192.0,0
35.33,19.0,ATM,Travel,Local,Desktop,12.0,High,No,0.0,4.0,2399.7,0.55,210.0,0
35.39,7.0,Online,Electronics,Local,POS_Terminal,19.0,High,Yes,0.0,4.0,240.0,0.2,124.0,0
38.63,10.0,POS,Others,Domestic,Tablet,10.0,Low,Yes,0.0,5.0,3610.8,0.2,184.0,0
17.95,15.0,Online,Travel,Local,Desktop,2.0,Medium,Yes,0.0,1.0,146.4,0.12,11.0,0
152.86,8.0,POS,Electronics,Local,Desktop,8.0,High,Yes,1.0,4.0,2477.2,0.92,163.0,0
13.07,2.0,ATM,Others,Local,Mobile,14.0,Medium,No,0.0,3.0,3380.5,0.2,139.0,0
100.76,4.0,ATM,Groceries,Local,Mobile,19.0,Medium,Yes,0.0,4.0,1187.8,0.72,161.0,0
13.22,19.0,Online,Others,Local,Mobile,4.0,Low,Yes,0.0,2.0,2896.5,0.43,66.0,0
7.31,13.0,POS,Travel,Local,Mobile,9.0,Low,No,0.0,3.0,1308.9,0.04,129.0,0
240.16,14.0,POS,Others,Domestic,POS_Terminal,13.0,Medium,Yes,0.0,3.0,1070.5,1.71,33.0,0
21.09,5.0,POS,Groceries,Local,Desktop,9.0,High,Yes,0.0,1.0,4091.9,0.27,77.0,0
172.18,3.0,POS,Groceries,Local,Tablet,13.0,Low,No,0.0,2.0,1664.6,1.08,155.0,0
78.66,7.0,POS,Travel,Domestic,Tablet,16.0,Low,Yes,0.0,2.0,4069.9,3.44,193.0,0
8.11,18.0,ATM,Others,Local,Tablet,1.0,High,No,0.0,2.0,1084.5,0.09,106.0,0
311.11,4.0,POS,Groceries,Local,Mobile,8.0,Low,Yes,0.0,4.0,1779.3,1.72,221.0,0
28.36,12.0,Online,Groceries,Domestic,Desktop,9.0,Medium,No,0.0,4.0,513.3,0.42,173.0,0
196.36,15.0,Online,Groceries,Local,Mobile,13.0,Low,Yes,0.0,3.0,2482.5,1.4,104.0,0
18.49,0.0,ATM,Others,International,POS_Terminal,17.0,Low,Yes,0.0,1.0,1908.0,0.22,86.0,0
192.38,12.0,POS,Travel,International,Tablet,9.0,Low,Yes,0.0,4.0,29.8,2.12,103.0,0
1.33,21.0,POS,Electronics,Local,Mobile,7.0,Low,Yes,0.0,4.0,2324.3,0.01,84.0,0
71.7,10.0,Online,Groceries,Domestic,Mobile,10.0,Medium,Yes,0.0,1.0,372.1,0.39,44.0,0
146.73,20.0,Online,Clothing,Domestic,Desktop,5.0,Low,Yes,0.0,2.0,4184.8,2.93,40.0,0
273.02,7.0,ATM,Groceries,International,Mobile,17.0,Low,Yes,0.0,3.0,2468.5,3.91,45.0,0
239.91,7.0,Online,Travel,Domestic,Tablet,2.0,Low,No,0.0,4.0,3450.3,2.23,130.0,0
171.27,23.0,POS,Electronics,Domestic,Tablet,9.0,Low,Yes,0.0,1.0,4105.7,1.31,169.0,0
219.1,13.0,Online,Clothing,Local,Tablet,2.0,High,Yes,0.0,1.0,255.9,2.1,180.0,0
22.22,12.0,POS,Others,Local,Desktop,10.0,Low,Yes,0.0,2.0,1686.0,0.13,17.0,0
33.43,2.0,Online,Clothing,Local,Desktop,12.0,Low,No,0.0,5.0,125.6,0.21,50.0,0
34.1,3.0,Online,Electronics,Local,Mobile,2.0,Low,Yes,0.0,5.0,248.1,0.37,112.0,0
47.33,19.0,Online,Travel,International,Tablet,15.0,Low,Yes,0.0,5.0,189.2,1.73,169.0,0
49.98,14.0,ATM,Groceries,Local,Tablet,3.0,Medium,Yes,0.0,5.0,2389.5,0.91,133.0,0
78.65,14.0,Online,Others,Domestic,Mobile,2.0,Medium,Yes,0.0,4.0,2253.4,0.73,180.0,0
17.42,20.0,POS,Groceries,Local,Mobile,7.0,Medium,Yes,0.0,1.0,306.2,0.09,176.0,0
117.52,12.0,POS,Luxury,Local,Mobile,9.0,Medium,No,0.0,3.0,1311.8,0.96,90.0,0
18.34,8.0,ATM,Groceries,,Tablet,11.0,Low,No,0.0,4.0,1222.5,0.16,13.0,0
37.15,9.0,POS,Groceries,Local,Mobile,16.0,Low,Yes,0.0,5.0,1483.1,0.25,183.0,0
69.99,11.0,POS,Electronics,International,Desktop,7.0,Medium,Yes,0.0,3.0,3203.8,1.48,162.0,0
159.18,13.0,POS,Others,Local,Mobile,13.0,Medium,Yes,0.0,3.0,3485.3,3.43,55.0,0
134.5,0.0,Online,Others,Local,Tablet,3.0,Medium,Yes,0.0,5.0,1695.4,1.64,94.0,0
103.71,13.0,POS,Groceries,Local,Desktop,11.0,Low,Yes,0.0,3.0,3941.2,0.52,172.0,0
16.93,13.0,ATM,Groceries,Local,Mobile,3.0,Low,Yes,0.0,4.0,2089.3,0.1,169.0,0
79.2,7.0,ATM,Electronics,Local,Mobile,15.0,High,Yes,0.0,2.0,2612.0,0.56,2.0,0
9.15,15.0,ATM,Electronics,Local,Mobile,8.0,Low,Yes,0.0,4.0,727.7,0.1,204.0,0
47.38,13.0,POS,Travel,Local,Tablet,7.0,Medium,Yes,0.0,4.0,1164.5,0.4,184.0,0
53.36,0.0,ATM,Electronics,Local,Tablet,5.0,Low,No,0.0,2.0,3637.8,0.71,86.0,0
4.06,15.0,ATM,Travel,Local,Mobile,6.0,High,Yes,0.0,5.0,4885.2,0.03,102.0,0
32.02,17.0,ATM,Travel,Domestic,Desktop,19.0,High,Yes,0.0,5.0,3523.3,0.34,13.0,0
311.56,6.0,Online,Clothing,Local,Mobile,3.0,Medium,Yes,0.0,2.0,271.0,7.48,176.0,0
307.12,14.0,Online,Luxury,Local,Tablet,11.0,Medium,Yes,0.0,4.0,714.5,5.23,116.0,0
43.44,23.0,POS,Groceries,Domestic,Mobile,6.0,High,Yes,0.0,1.0,2228.9,0.34,89.0,0
4.41,16.0,ATM,Groceries,Domestic,Tablet,14.0,Medium,Yes,0.0,3.0,3662.9,0.03,168.0,0
19.73,18.0,POS,Travel,Domestic,Desktop,17.0,High,Yes,1.0,3.0,829.7,0.53,103.0,0
49.79,22.0,POS,Groceries,Domestic,Desktop,3.0,Low,No,0.0,3.0,3754.1,0.3,188.0,0
295.23,12.0,ATM,Groceries,Local,Mobile,4.0,Low,No,0.0,1.0,2779.2,1.75,239.0,0
15.22,8.0,POS,Others,Local,Mobile,9.0,High,Yes,0.0,4.0,3872.7,0.1,37.0,0
144.19,23.0,POS,Clothing,Local,Desktop,13.0,Medium,Yes,0.0,5.0,2788.2,1.01,21.0,0
11.51,23.0,ATM,Electronics,Domestic,Desktop,6.0,Medium,No,0.0,2.0,3012.6,0.19,18.0,0
397.7,14.0,ATM,Travel,Local,Mobile,10.0,High,No,0.0,3.0,1243.7,2.14,211.0,0
48.06,2.0,POS,Electronics,Local,Tablet,13.0,High,Yes,0.0,1.0,3600.9,0.7,77.0,0
149.27,23.0,ATM,Others,Domestic,Desktop,14.0,Low,No,0.0,2.0,4220.1,2.82,183.0,0
41.94,0.0,POS,Groceries,Local,Mobile,12.0,Medium,Yes,0.0,4.0,4356.5,0.31,89.0,0
98.8,15.0,POS,Clothing,Local,Tablet,13.0,Medium,No,0.0,1.0,147.3,1.16,208.0,0
21.32,7.0,POS,Travel,Local,POS_Terminal,10.0,Medium,Yes,0.0,1.0,3123.0,0.11,109.0,0
15.78,22.0,POS,Electronics,Local,Mobile,7.0,Low,Yes,0.0,2.0,4947.7,0.15,63.0,0
278.17,12.0,POS,Travel,Local,Tablet,5.0,Low,Yes,0.0,2.0,2934.6,5.62,221.0,0
249.67,7.0,POS,Others,Local,Desktop,12.0,Low,Yes,0.0,3.0,856.3,1.3,188.0,0
218.45,16.0,ATM,Travel,Domestic,POS_Terminal,2.0,Low,Yes,1.0,4.0,4388.0,1.94,174.0,0
98.2,21.0,Online,Electronics,Domestic,Mobile,8.0,Low,Yes,1.0,2.0,1321.5,0.87,16.0,0
165.17,22.0,ATM,Clothing,Domestic,POS_Terminal,8.0,Low,Yes,0.0,3.0,225.1,1.85,214.0,0
7.15,13.0,Online,Others,Domestic,Mobile,19.0,Medium,Yes,0.0,3.0,2152.6,0.04,172.0,0
40.77,20.0,POS,Electronics,Local,Desktop,5.0,Low,No,0.0,2.0,501.4,0.57,140.0,0
37.64,20.0,ATM,Clothing,Local,Mobile,8.0,Low,No,0.0,1.0,576.2,1.68,235.0,0
100.96,6.0,ATM,Electronics,Local,Mobile,10.0,Low,Yes,0.0,1.0,2316.4,0.92,64.0,0
44.0,14.0,POS,Groceries,Local,Desktop,13.0,Medium,Yes,0.0,1.0,3063.4,0.24,218.0,0
16.08,15.0,POS,Groceries,Domestic,Desktop,9.0,Low,Yes,0.0,3.0,4527.0,0.23,156.0,0
90.75,18.0,Online,Others,International,Mobile,7.0,Low,Yes,0.0,1.0,3526.3,1.34,183.0,0
168.41,5.0,Online,Clothing,Local,Mobile,19.0,Low,No,0.0,4.0,4213.0,1.1,28.0,0
48.15,22.0,ATM,Groceries,Local,Mobile,11.0,Medium,Yes,0.0,1.0,2058.9,0.3,87.0,0
14.19,0.0,POS,Others,Local,Mobile,8.0,Low,Yes,0.0,1.0,1593.0,0.14,103.0,0
21.9,11.0,POS,Clothing,Local,Mobile,16.0,Low,No,0.0,3.0,2964.2,0.13,94.0,0
27.11,17.0,Online,Travel,Domestic,Mobile,10.0,Medium,Yes,0.0,5.0,3477.5,0.53,100.0,0
35.65,15.0,Online,Groceries,Domestic,Mobile,6.0,Low,No,0.0,4.0,2841.3,0.41,166.0,0
102.94,11.0,POS,Others,Domestic,Desktop,10.0,High,Yes,0.0,3.0,1322.6,1.11,183.0,0
91.87,19.0,POS,Clothing,Domestic,Tablet,10.0,High,Yes,0.0,4.0,1848.6,1.2,142.0,0
119.1,12.0,Online,Travel,Local,Mobile,19.0,Low,Yes,0.0,4.0,2241.5,2.01,159.0,0
45.02,7.0,Online,Groceries,International,Mobile,4.0,Medium,No,0.0,1.0,70.8,0.56,63.0,0
173.73,21.0,POS,Electronics,Domestic,Desktop,19.0,Low,No,0.0,4.0,4399.2,7.48,174.0,0
22.83,0.0,POS,Groceries,Local,Mobile,3.0,Low,Yes,0.0,1.0,2557.1,0.16,76.0,0
63.31,20.0,Online,Others,Local,Desktop,17.0,High,Yes,0.0,4.0,3755.1,0.44,111.0,0
161.41,6.0,ATM,Groceries,Domestic,POS_Terminal,14.0,Low,Yes,0.0,5.0,859.6,1.6,203.0,0
19.86,14.0,POS,Travel,Local,Tablet,10.0,Low,Yes,0.0,4.0,2783.2,0.25,132.0,0
11.64,21.0,POS,Groceries,Local,Desktop,6.0,High,No,0.0,2.0,4630.7,0.12,217.0,0
215.14,12.0,ATM,Groceries,Local,Desktop,16.0,Low,No,0.0,1.0,1071.4,1.14,107.0,0
42.0,12.0,POS,Electronics,Domestic,Mobile,9.0,Low,No,0.0,5.0,1729.3,0.33,89.0,0
115.16,8.0,Online,Travel,Local,Desktop,12.0,Low,Yes,0.0,1.0,1941.6,0.76,108.0,0
2.57,23.0,Online,Travel,Local,Tablet,12.0,Medium,Yes,0.0,5.0,1916.5,0.04,20.0,0
117.13,14.0,POS,Others,Domestic,Tablet,14.0,Low,Yes,0.0,1.0,3003.1,3.16,200.0,0
37.99,3.0,Online,Others,International,Desktop,2.0,Medium,Yes,0.0,2.0,1968.9,1.09,24.0,0
5.74,12.0,Online,Groceries,Domestic,Mobile,10.0,High,Yes,0.0,2.0,3370.3,0.05,82.0,0
94.11,11.0,Online,Luxury,Local,Mobile,4.0,Medium,Yes,0.0,5.0,2422.8,0.63,38.0,0
27.55,4.0,POS,,Local,Mobile,6.0,Low,Yes,0.0,3.0,788.1,0.17,73.0,0
48.91,6.0,ATM,Others,Local,Tablet,13.0,High,Yes,0.0,1.0,4742.8,0.33,152.0,0
8.4,7.0,POS,Groceries,Local,Mobile,14.0,Medium,Yes,0.0,3.0,1197.6,0.05,69.0,0
15.92,4.0,Online,Luxury,International,Mobile,4.0,Medium,Yes,0.0,4.0,2812.3,0.54,176.0,0
35.38,8.0,ATM,Groceries,Domestic,Tablet,10.0,Low,Yes,0.0,2.0,303.5,0.2,45.0,0
9.4,13.0,POS,Electronics,Local,Mobile,10.0,Low,Yes,0.0,1.0,4593.1,0.07,77.0,0
241.72,11.0,Online,Groceries,Local,Desktop,5.0,Low,No,0.0,2.0,4640.0,4.69,149.0,0
0.61,3.0,ATM,Groceries,Local,Mobile,4.0,Medium,Yes,1.0,4.0,1822.7,0.0,73.0,0
66.14,19.0,POS,Electronics,Local,Desktop,12.0,Low,Yes,0.0,5.0,604.9,0.59,194.0,0
13.15,7.0,POS,Luxury,Local,Mobile,14.0,Low,Yes,0.0,1.0,3849.9,0.16,181.0,0
36.77,16.0,ATM,Travel,Domestic,Desktop,7.0,Low,Yes,0.0,1.0,1311.3,0.57,112.0,0
260.45,7.0,POS,Groceries,Domestic,Tablet,2.0,Low,Yes,0.0,1.0,3503.1,2.52,193.0,0
17.64,20.0,POS,Groceries,Domestic,Desktop,14.0,Low,Yes,0.0,5.0,4575.7,0.28,8.0,0
337.65,0.0,ATM,Electronics,Local,Desktop,10.0,Low,No,0.0,2.0,2951.2,9.67,216.0,0
23.04,19.0,Online,Others,Local,Tablet,16.0,High,No,0.0,5.0,4306.2,0.13,34.0,0
135.31,1.0,ATM,Groceries,Domestic,Mobile,3.0,Medium,Yes,0.0,2.0,1123.2,1.07,138.0,0
79.12,3.0,POS,Clothing,Local,Tablet,8.0,Medium,Yes,0.0,1.0,4552.2,0.93,109.0,0
215.83,23.0,POS,Groceries,Local,Mobile,17.0,Low,Yes,0.0,5.0,1133.2,2.15,129.0,0
80.74,20.0,POS,Electronics,Local,Mobile,4.0,Low,Yes,0.0,4.0,1129.0,0.46,163.0,0
76.48,0.0,Online,Groceries,Domestic,Mobile,19.0,Low,Yes,0.0,5.0,4399.3,0.99,105.0,0
21.75,6.0,Online,Groceries,Domestic,Mobile,15.0,Low,Yes,0.0,2.0,2774.5,0.25,55.0,0
18.18,0.0,POS,Groceries,Domestic,POS_Terminal,10.0,High,Yes,0.0,1.0,3997.2,0.12,26.0,0
248.28,8.0,POS,Groceries,Local,Mobile,10.0,Low,No,0.0,2.0,4012.4,4.43,68.0,0
39.73,2.0,Online,Groceries,Domestic,Mobile,12.0,Medium,Yes,0.0,3.0,3234.8,0.29,95.0,0
46.53,11.0,Online,Clothing,Domestic,Desktop,9.0,Low,Yes,0.0,1.0,945.4,0.47,133.0,0
142.64,18.0,POS,Groceries,Local,Mobile,15.0,High,Yes,0.0,4.0,3460.5,1.3,87.0,0
41.37,14.0,ATM,Groceries,International,Tablet,18.0,Low,No,0.0,4.0,318.2,0.26,226.0,0
303.79,21.0,POS,Groceries,Local,POS_Terminal,1.0,High,Yes,0.0,3.0,1003.3,1.53,79.0,0
133.91,15.0,Online,Others,International,Mobile,3.0,Low,Yes,0.0,2.0,3214.6,0.79,195.0,0
90.99,9.0,ATM,Clothing,Domestic,Mobile,8.0,Low,Yes,0.0,4.0,4539.0,1.86,19.0,0
212.78,21.0,Online,Travel,Local,Mobile,7.0,High,No,0.0,2.0,3858.5,3.52,43.0,0
5.09,5.0,POS,Electronics,Local,Desktop,15.0,Low,No,0.0,1.0,1662.3,0.05,39.0,0
29.71,16.0,POS,Groceries,Local,Mobile,8.0,High,Yes,0.0,5.0,4118.5,0.2,231.0,0
62.56,20.0,ATM,Groceries,Domestic,Desktop,15.0,Low,Yes,0.0,1.0,4833.0,0.56,155.0,0
25.74,21.0,POS,Electronics,Local,Tablet,5.0,Low,Yes,0.0,2.0,1659.8,0.14,150.0,0
136.22,23.0,Online,Clothing,Domestic,Desktop,12.0,Low,No,0.0,3.0,934.1,4.74,49.0,0
251.59,16.0,ATM,Others,Local,Mobile,12.0,Medium,No,0.0,1.0,987.6,3.78,58.0,0
55.12,20.0,ATM,Others,Domestic,Mobile,9.0,Medium,Yes,0.0,4.0,2001.6,0.93,59.0,0
41.88,18.0,Online,Electronics,Local,Tablet,9.0,Low,Yes,0.0,1.0,261.6,0.27,207.0,0
325.84,17.0,Online,Electronics,Local,Desktop,15.0,Medium,No,0.0,1.0,2438.8,3.14,40.0,0
58.85,10.0,ATM,Groceries,Domestic,Mobile,15.0,Low,Yes,0.0,1.0,3661.5,2.59,106.0,0
67.15,23.0,POS,Groceries,Local,Desktop,12.0,High,Yes,0.0,3.0,2652.3,0.42,15.0,0
43.33,6.0,POS,Others,Local,Desktop,5.0,Low,Yes,0.0,2.0,4850.3,0.51,32.0,0
240.29,9.0,POS,Groceries,Local,Mobile,1.0,Low,Yes,0.0,3.0,2308.5,3.59,58.0,0
84.15,6.0,POS,Others,Local,POS_Terminal,19.0,Low,Yes,0.0,4.0,66.3,1.59,95.0,0
143.62,4.0,ATM,Clothing,Local,Tablet,11.0,High,No,0.0,2.0,2350.6,0.75,56.0,0
167.03,11.0,Online,Electronics,Domestic,Desktop,18.0,Low,No,0.0,4.0,4649.4,0.88,103.0,0
41.83,15.0,ATM,Groceries,Domestic,Tablet,6.0,Low,Yes,1.0,2.0,479.3,1.24,209.0,0
56.86,20.0,Online,Clothing,Local,Desktop,17.0,Medium,No,0.0,2.0,1114.8,0.92,119.0,0
188.7,17.0,Online,Electronics,Local,Tablet,14.0,High,Yes,0.0,1.0,3577.8,1.38,52.0,0
45.14,2.0,Online,Electronics,Local,Desktop,12.0,Low,Yes,0.0,1.0,1470.5,0.32,205.0,0
157.96,19.0,POS,Groceries,Domestic,Desktop,5.0,Low,Yes,0.0,3.0,3826.2,1.66,230.0,0
283.01,14.0,ATM,Groceries,Local,Mobile,7.0,Medium,No,0.0,2.0,2096.6,2.31,229.0,0
97.61,4.0,POS,Clothing,Local,Mobile,16.0,Low,Yes,0.0,4.0,3980.3,0.67,208.0,0
135.34,12.0,Online,Electronics,Local,Mobile,9.0,Low,No,1.0,1.0,2757.7,0.71,28.0,0
163.53,18.0,POS,Travel,Local,Desktop,15.0,Medium,Yes,0.0,4.0,412.3,1.09,226.0,0
186.46,11.0,ATM,Travel,Domestic,Desktop,4.0,Medium,Yes,0.0,1.0,1930.7,4.68,96.0,0
50.26,22.0,ATM,Electronics,Local,Desktop,7.0,Medium,Yes,0.0,2.0,1666.2,0.34,152.0,0
5.26,20.0,Online,Clothing,Local,Tablet,14.0,High,No,0.0,4.0,4050.4,0.16,126.0,0
51.4,4.0,Online,Groceries,Local,Mobile,4.0,Low,Yes,0.0,3.0,3124.4,0.47,165.0,0
112.01,5.0,Online,Travel,International,Mobile,4.0,Medium,No,0.0,3.0,3887.0,0.98,190.0,0
59.85,6.0,POS,Groceries,Domestic,Mobile,14.0,Low,Yes,0.0,3.0,1860.7,0.37,5.0,0
138.22,9.0,POS,Groceries,Local,Mobile,7.0,High,Yes,0.0,1.0,3458.7,6.26,172.0,0
44.16,15.0,Online,Groceries,Local,Desktop,15.0,Low,Yes,1.0,1.0,326.2,0.25,215.0,0
100.72,7.0,POS,Travel,Domestic,Tablet,12.0,High,No,0.0,3.0,183.6,0.72,50.0,0
20.63,8.0,POS,Groceries,Local,Mobile,14.0,Low,Yes,0.0,4.0,1437.3,0.81,213.0,0
138.38,3.0,POS,Groceries,International,Tablet,13.0,Low,Yes,0.0,1.0,3868.5,2.84,129.0,0
78.9,20.0,POS,Electronics,Local,Tablet,19.0,Low,Yes,0.0,3.0,2670.4,2.91,192.0,0
22.82,20.0,POS,Groceries,Local,Mobile,12.0,High,Yes,0.0,1.0,2044.1,0.14,205.0,0
34.52,7.0,POS,Travel,Domestic,Desktop,16.0,High,Yes,0.0,5.0,4483.2,0.68,236.0,0
138.07,6.0,POS,Clothing,Domestic,Mobile,16.0,High,No,0.0,4.0,2486.8,4.89,200.0,0
65.89,14.0,POS,Others,International,Tablet,1.0,Medium,No,0.0,2.0,3066.9,1.47,1.0,0
24.34,20.0,Online,Groceries,Domestic,Mobile,15.0,Low,Yes,0.0,4.0,4929.1,0.2,143.0,0
341.95,2.0,ATM,Groceries,Local,Desktop,5.0,Low,No,0.0,2.0,2612.0,3.13,202.0,0
125.57,16.0,POS,Travel,Domestic,Desktop,6.0,Low,Yes,0.0,3.0,3917.5,1.95,1.0,0
314.97,10.0,ATM,Clothing,Domestic,POS_Terminal,17.0,Medium,Yes,0.0,1.0,2069.1,1.66,206.0,0
55.71,8.0,POS,Groceries,Local,Desktop,11.0,Low,Yes,0.0,3.0,181.7,0.32,237.0,0
64.45,4.0,Online,Clothing,Local,Mobile,4.0,Medium,Yes,0.0,2.0,4172.4,0.84,52.0,0
228.23,9.0,Online,Travel,Local,Desktop,18.0,Low,No,0.0,5.0,4722.0,2.16,234.0,0
74.45,14.0,Online,Groceries,Local,Tablet,14.0,Medium,Yes,,2.0,2171.9,0.66,101.0,0
122.85,13.0,Online,Travel,Domestic,Desktop,9.0,High,Yes,0.0,1.0,2518.2,0.79,41.0,0
29.06,3.0,POS,Groceries,Local,POS_Terminal,3.0,Medium,Yes,0.0,5.0,2120.7,0.3,63.0,0
59.19,20.0,POS,Others,Local,Tablet,3.0,High,Yes,0.0,1.0,4984.5,0.5,174.0,0
13.18,19.0,ATM,Clothing,Domestic,Desktop,11.0,Low,Yes,0.0,5.0,4516.8,0.14,21.0,0
23.06,1.0,POS,Groceries,Local,Mobile,5.0,Low,Yes,1.0,1.0,205.5,0.15,193.0,0
0.09,11.0,POS,Electronics,Local,Mobile,4.0,High,Yes,0.0,2.0,3895.1,0.0,239.0,0
4.01,0.0,POS,Others,Domestic,POS_Terminal,12.0,Low,Yes,0.0,2.0,3004.2,0.02,219.0,0
378.47,23.0,POS,Travel,Local,POS_Terminal,12.0,Low,No,0.0,2.0,125.7,12.75,115.0,0
27.75,19.0,Online,Electronics,Local,Mobile,4.0,Low,No,0.0,2.0,2223.6,0.15,52.0,0
108.86,4.0,Online,Clothing,Local,Desktop,3.0,Medium,Yes,0.0,5.0,748.6,0.65,159.0,0
182.7,5.0,POS,Clothing,Domestic,Tablet,2.0,Medium,Yes,0.0,4.0,4365.2,1.09,199.0,0
80.0,23.0,POS,Groceries,Local,Desktop,4.0,Low,No,0.0,4.0,63.5,1.77,210.0,0
16.62,10.0,Online,Groceries,Local,Tablet,4.0,High,Yes,0.0,3.0,4365.5,0.25,36.0,0
130.24,7.0,Online,Clothing,Local,Mobile,7.0,High,No,0.0,4.0,4704.2,0.66,24.0,0
91.69,6.0,ATM,Electronics,Domestic,Tablet,2.0,Low,Yes,0.0,3.0,364.9,0.48,166.0,0
131.4,3.0,ATM,Groceries,Local,Mobile,11.0,Medium,No,0.0,2.0,3599.2,2.16,99.0,0
146.86,5.0,ATM,Travel,Domestic,Desktop,5.0,High,Yes,0.0,1.0,2744.5,1.5,68.0,0
370.54,15.0,Online,Electronics,Domestic,Desktop,13.0,Low,Yes,0.0,4.0,4771.4,7.71,2.0,0
85.23,19.0,Online,Electronics,Local,Desktop,4.0,Low,No,0.0,4.0,3990.7,1.27,99.0,0
41.8,14.0,POS,Groceries,International,Desktop,9.0,Low,No,0.0,2.0,3472.1,0.78,82.0,0
104.54,13.0,Online,Clothing,Local,,7.0,High,No,0.0,2.0,4627.5,3.02,194.0,0
7.09,22.0,POS,Clothing,Local,Desktop,13.0,Low,Yes,0.0,4.0,801.7,0.06,91.0,0
227.69,11.0,ATM,Clothing,Domestic,Desktop,10.0,Medium,Yes,0.0,2.0,1879.8,3.59,57.0,0
12.71,11.0,POS,Groceries,Local,Mobile,7.0,Medium,No,0.0,4.0,4214.7,0.06,63.0,0
39.73,15.0,Online,Clothing,Domestic,POS_Terminal,18.0,Low,Yes,0.0,1.0,507.9,0.35,104.0,0
169.14,14.0,POS,Others,International,Mobile,18.0,Low,Yes,0.0,1.0,4677.2,2.0,71.0,0
90.96,12.0,Online,Electronics,Domestic,Desktop,2.0,Low,No,0.0,3.0,3725.8,0.49,41.0,0
50.03,10.0,POS,Groceries,Local,Mobile,1.0,Low,No,0.0,4.0,2196.7,0.38,95.0,0
64.14,16.0,POS,Travel,Domestic,Desktop,13.0,Low,Yes,0.0,1.0,1693.6,1.5,105.0,0
192.79,20.0,POS,Groceries,Local,Mobile,2.0,Low,Yes,0.0,1.0,738.0,1.76,226.0,0
41.55,14.0,POS,Groceries,Local,POS_Terminal,4.0,Medium,No,0.0,5.0,468.4,0.42,7.0,0
203.75,13.0,POS,Groceries,Local,Mobile,9.0,Low,Yes,1.0,1.0,2118.0,1.29,57.0,0
9.23,9.0,POS,Groceries,Local,Mobile,8.0,Medium,Yes,0.0,3.0,4215.5,0.06,173.0,0
149.97,11.0,ATM,Electronics,Local,Tablet,18.0,Low,Yes,0.0,1.0,2659.3,1.73,126.0,0
188.09,15.0,POS,Groceries,Domestic,Mobile,16.0,Medium,No,0.0,2.0,2255.7,1.8,93.0,0
20.07,14.0,POS,Others,Domestic,Tablet,4.0,Medium,Yes,0.0,5.0,1595.2,0.18,121.0,0
56.27,9.0,ATM,Clothing,Domestic,Tablet,4.0,Low,No,0.0,4.0,784.7,0.59,136.0,0
18.09,3.0,Online,Clothing,Local,Tablet,18.0,Low,Yes,0.0,3.0,4950.5,0.46,225.0,0
122.62,22.0,POS,Electronics,Local,Mobile,2.0,Medium,Yes,0.0,1.0,128.7,0.67,3.0,0
76.65,8.0,POS,Clothing,International,Mobile,11.0,Medium,Yes,0.0,4.0,1559.1,0.54,104.0,0
100.87,20.0,Online,Electronics,Domestic,Mobile,4.0,Low,Yes,0.0,1.0,3846.9,0.96,160.0,0
21.88,19.0,POS,Travel,Domestic,Mobile,14.0,Medium,Yes,0.0,5.0,2602.8,0.18,211.0,0
